coefficients,accuracy,fluxes
"[0.5109857898183219, -0.4358563463238449, 0.02388117981680145, 0.02927668404103172]",1.0,"{'r_2111': 0.011626917629518986, 'r_1714': -1.0, 'r_1761': 1.7632818921935698, 'r_1808': 0.05105271748757785, 'r_1654': -0.08312957936414023}"
"[0.5734179357565289, -0.36692938276005277, 0.02679897779319764, 0.03285370369022066]",1.0,"{'r_2111': 0.011626922203832353, 'r_1714': -1.0, 'r_1761': 1.763281938575432, 'r_1808': 0.051052737576806284, 'r_1654': -0.08312951906009403}"
"[0.5909776037057111, -0.3475429821368304, 0.027619637772738053, 0.03385977638472048]",1.0,"{'r_2111': 0.011626915996947438, 'r_1714': -1.0, 'r_1761': 1.7632819696156565, 'r_1808': 0.05105261266073273, 'r_1654': -0.08312962349953068}"
"[0.5645241850891902, -0.370020235404607, 0.029405930764658295, 0.036049648741544545]",1.0,"{'r_2111': 0.010594635078490549, 'r_1714': -1.0, 'r_1761': 1.6700547869489428, 'r_1808': 0.14444354215902422, 'r_1654': -0.07575016897249043}"
"[0.5164766884462599, -0.42363875419265307, 0.0269031480725865, 0.032981409288500525]",1.0,"{'r_2111': 0.010594633035723649, 'r_1714': -1.0, 'r_1761': 1.6700547449729837, 'r_1808': 0.14444355033045886, 'r_1654': -0.07575018826980795}"
"[0.8037928133687392, -0.10300883341339183, 0.041869376801485864, 0.05132897641638308]",1.0,"{'r_2111': 0.010594635182035442, 'r_1714': -1.0, 'r_1761': 1.67005478372165, 'r_1808': 0.14444354357247724, 'r_1654': -0.07575016971475179}"
"[0.8050289170087477, -0.10235987862166646, 0.0416056000766992, 0.05100560429288672]",1.0,"{'r_2111': 0.010594633035567924, 'r_1714': -1.0, 'r_1761': 1.6700547449706082, 'r_1808': 0.14444355033208467, 'r_1654': -0.07575018827162694}"
"[0.7620461578037024, -0.1502874106330081, 0.039384160011759595, 0.04828227155152987]",1.0,"{'r_2111': 0.010594633035689987, 'r_1714': -1.0, 'r_1761': 1.670054744972784, 'r_1808': 0.14444355038912876, 'r_1654': -0.07575018827049007}"
"[0.7649316984268951, -0.14706991498717578, 0.039533290864871944, 0.04846509572105721]",1.0,"{'r_2111': 0.010594632932057686, 'r_1714': -1.0, 'r_1761': 1.6700547481991168, 'r_1808': 0.14444354891831052, 'r_1654': -0.07575018752982032}"
"[0.7656016613290194, -0.14719872568656583, 0.039567915967129864, 0.04763169701728486]",1.0,"{'r_2111': 0.01162688040036472, 'r_1714': -1.0, 'r_1761': 1.7632815121740804, 'r_1808': 0.051053668014725564, 'r_1654': -0.08313061684373224}"
"[0.7518548301269352, -0.15583153446263603, 0.04188846766089375, 0.05042516774953496]",1.0,"{'r_2111': 0.010594633035723628, 'r_1714': -1.0, 'r_1761': 1.6700547449732108, 'r_1808': 0.144443550330564, 'r_1654': -0.07575018826992164}"
"[0.8453464988391833, -0.05086084683132619, 0.047097216191184926, 0.05669543813830555]",1.0,"{'r_2111': 0.010594633035770318, 'r_1714': -1.0, 'r_1761': 1.6700547449736607, 'r_1808': 0.14444355032969725, 'r_1654': -0.07575018826912583}"
"[0.8468726297073368, -0.05035894866706157, 0.04663245778032476, 0.056135963845276915]",1.0,"{'r_2111': 0.010671636940526702, 'r_1714': -1.0, 'r_1761': 1.6759242138351678, 'r_1808': 0.13840690049369186, 'r_1654': -0.0763007557382025}"
"[0.650935007546422, -0.2700737003043528, 0.03584328763539555, 0.043148004513829705]",1.0,"{'r_2111': 0.010671636940498054, 'r_1714': -1.0, 'r_1761': 1.6759242138348467, 'r_1808': 0.138406900493691, 'r_1654': -0.07630075573854356}"
"[0.6509632427936543, -0.2700854151416417, 0.03580146594378468, 0.04314987612091936]",1.0,"{'r_2111': 0.010594633035669607, 'r_1714': -1.0, 'r_1761': 1.6700547449726506, 'r_1808': 0.14444355033096165, 'r_1654': -0.07575018827060376}"
"[0.5473863639013716, -0.38622449886798615, 0.030104978249162247, 0.036284158981479936]",1.0,"{'r_2111': 0.010594633035711483, 'r_1714': -1.0, 'r_1761': 1.670054744973231, 'r_1808': 0.14444355033049305, 'r_1654': -0.07575018827083113}"
"[0.6190194512434847, -0.3059034733903389, 0.03404463162485944, 0.041032443741316926]",1.0,"{'r_2111': 0.010594632932063279, 'r_1714': -1.0, 'r_1761': 1.6700547481994235, 'r_1808': 0.14444354891843905, 'r_1654': -0.07575018752982032}"
"[0.5610349911929768, -0.37092051322252273, 0.030855621039779388, 0.037188874544721105]",1.0,"{'r_2111': 0.010594637340641052, 'r_1714': -1.0, 'r_1761': 1.6700547874812708, 'r_1808': 0.14444356664387215, 'r_1654': -0.07575013429084265}"
"[0.5616944211387431, -0.37018110506017926, 0.03089188815471563, 0.037232585646362004]",1.0,"{'r_2111': 0.01059463734063878, 'r_1714': -1.0, 'r_1761': 1.670054787481599, 'r_1808': 0.14444356664489533, 'r_1654': -0.07575013429334376}"
"[0.6447246401625906, -0.27708065965038975, 0.03545835729348008, 0.04273634289353962]",1.0,"{'r_2111': 0.01059463723701959, 'r_1714': -1.0, 'r_1761': 1.6700547907089494, 'r_1808': 0.14444356523256374, 'r_1654': -0.07575013355233295}"
"[0.6437947074797417, -0.2778059178312896, 0.0355511694866545, 0.04284820520231422]",1.0,"{'r_2111': 0.010594637237025157, 'r_1714': -1.0, 'r_1761': 1.6700547907084597, 'r_1808': 0.14444356523224686, 'r_1654': -0.07575013355256033}"
"[0.6608498984216343, -0.2586737972571548, 0.03649297900567973, 0.04398332531553116]",1.0,"{'r_2111': 0.010594637237025096, 'r_1714': -1.0, 'r_1761': 1.670054790708459, 'r_1808': 0.14444356523219581, 'r_1654': -0.07575013355256033}"
"[0.6207819016810849, -0.30362115360256325, 0.034280372833923003, 0.04131657188242882]",1.0,"{'r_2111': 0.010594633940858716, 'r_1714': -1.0, 'r_1761': 1.6700547275182234, 'r_1808': 0.14444355860746327, 'r_1654': -0.07575019211492418}"
"[0.6216937709958846, -0.30289106499518503, 0.03419794211601761, 0.041217221892912714]",1.0,"{'r_2111': 0.010594637340639035, 'r_1714': -1.0, 'r_1761': 1.6700547874816487, 'r_1808': 0.14444356664488192, 'r_1654': -0.07575013429334376}"
"[0.44922607016656646, -0.49628012703333585, 0.024710891215707544, 0.029782911584390174]",1.0,"{'r_2111': 0.010594637340639035, 'r_1714': -1.0, 'r_1761': 1.6700547874816487, 'r_1808': 0.14444356664488192, 'r_1654': -0.07575013429334376}"
"[0.4567689469156758, -0.48948354566214264, 0.024372474314135785, 0.029375033108045775]",1.0,"{'r_2111': 0.01067163398641285, 'r_1714': -1.0, 'r_1761': 1.6759241850891247, 'r_1808': 0.13840690700129102, 'r_1654': -0.07630078584134026}"
"[0.44956944284870937, -0.4975302075774878, 0.023988320073503818, 0.02891202950029901]",1.0,"{'r_2111': 0.01067163835427025, 'r_1714': -1.0, 'r_1761': 1.6759242303113717, 'r_1808': 0.13840692096188803, 'r_1654': -0.0763007316978701}"
"[0.4539515862747524, -0.49356921976518825, 0.023797341833385825, 0.028681852126673523]",1.0,"{'r_2111': 0.011626877819857846, 'r_1714': -1.0, 'r_1761': 1.7632815252025227, 'r_1808': 0.05105362876548063, 'r_1654': -0.08313065418724364}"
"[0.46887352581641334, -0.4769222254310254, 0.024579589339125563, 0.029624659413435697]",1.0,"{'r_2111': 0.011626877819859867, 'r_1714': -1.0, 'r_1761': 1.7632815252041858, 'r_1808': 0.05105362876493444, 'r_1654': -0.08313065418724364}"
"[0.6280666170880339, -0.29932557447035824, 0.032924911891234115, 0.03968289655037377]",1.0,"{'r_2111': 0.011626885225254747, 'r_1714': -1.0, 'r_1761': 1.7632815534879818, 'r_1808': 0.05105368918701603, 'r_1654': -0.08313055831126803}"
"[0.639913490607346, -0.2897914149010218, 0.03187618304695538, 0.03841891144467676]",1.0,"{'r_2111': 0.011626885225174785, 'r_1714': -1.0, 'r_1761': 1.7632815534873354, 'r_1808': 0.051053689186508, 'r_1654': -0.08313055831013116}"
"[0.7909006185801409, -0.12221820992929655, 0.039397345516005586, 0.04748382597455695]",1.0,"{'r_2111': 0.011626885225168611, 'r_1714': -1.0, 'r_1761': 1.7632815534876438, 'r_1808': 0.051053689186387474, 'r_1654': -0.08313055830990379}"
"[0.7757708032296001, -0.13901004962424962, 0.03864367994923853, 0.04657546719691179]",1.0,"{'r_2111': 0.01162688522517277, 'r_1714': -1.0, 'r_1761': 1.7632815534880444, 'r_1808': 0.05105368918656096, 'r_1654': -0.08313055831013116}"
"[0.7791778692282094, -0.1368978518357308, 0.03805650588844479, 0.04586777304761493]",1.0,"{'r_2111': 0.01162688135765483, 'r_1714': -1.0, 'r_1761': 1.7632814927059406, 'r_1808': 0.051053672203777406, 'r_1654': -0.08313062367290058}"
"[0.7808902007305244, -0.13500108723757653, 0.03814013936479771, 0.04596857266710138]",1.0,"{'r_2111': 0.011626881357252214, 'r_1714': -1.0, 'r_1761': 1.7632814927033091, 'r_1808': 0.05105367221124822, 'r_1654': -0.08313062367574275}"
"[0.7092024497114422, -0.21441023673372733, 0.0346387753931934, 0.04174853816163709]",1.0,"{'r_2111': 0.011626880525792412, 'r_1714': -1.0, 'r_1761': 1.763281509642846, 'r_1808': 0.05105366855190635, 'r_1654': -0.08313061772503261}"
"[0.7093313079796665, -0.21444919391979786, 0.03446337445420288, 0.041756123646332736]",1.0,"{'r_2111': 0.011626880525598871, 'r_1714': -1.0, 'r_1761': 1.7632815096421606, 'r_1808': 0.05105366855161132, 'r_1654': -0.0831306177268516}"
"[0.6805637251663558, -0.2463079284966496, 0.03306568064387153, 0.04006266569312315]",1.0,"{'r_2111': 0.011626880525959388, 'r_1714': -1.0, 'r_1761': 1.763281509645208, 'r_1808': 0.05105366855177809, 'r_1654': -0.08313061772673791}"
"[0.5559157938435123, -0.38434960496766224, 0.027009570778431816, 0.03272503041039369]",1.0,"{'r_2111': 0.011626885225334756, 'r_1714': -1.0, 'r_1761': 1.7632815534885984, 'r_1808': 0.05105368918649987, 'r_1654': -0.08313055830944904}"
"[0.5525180603328175, -0.3872903029580806, 0.027216223756563223, 0.03297541295253868]",1.0,"{'r_2111': 0.011626885100611847, 'r_1714': -1.0, 'r_1761': 1.763281556030777, 'r_1808': 0.051053688635273445, 'r_1654': -0.08313055741439257}"
"[0.6066612300246932, -0.3272487450788404, 0.02988323634314914, 0.03620678855331727]",1.0,"{'r_2111': 0.01162688510038919, 'r_1714': -1.0, 'r_1761': 1.7632815560278923, 'r_1808': 0.0510536886386838, 'r_1654': -0.08313055741791686}"
"[0.6049887305103002, -0.32910344765661537, 0.02980085148682599, 0.03610697034625846]",1.0,"{'r_2111': 0.011626880401271331, 'r_1714': -1.0, 'r_1761': 1.7632815121846983, 'r_1808': 0.05105366800389888, 'r_1654': -0.08313061683054457}"
"[0.605576060304989, -0.3286141141229335, 0.029756541540915026, 0.03605328403116244]",1.0,"{'r_2111': 0.011626881232867054, 'r_1714': -1.0, 'r_1761': 1.7632814952464495, 'r_1808': 0.051053671656403316, 'r_1654': -0.08313062278079997}"
"[0.5696913466457963, -0.36839853072848455, 0.027993253586391483, 0.033916869039327675]",1.0,"{'r_2111': 0.01162688123284171, 'r_1714': -1.0, 'r_1761': 1.7632814952460618, 'r_1808': 0.05105367165626526, 'r_1654': -0.08313062278148209}"
"[0.6262900494616263, -0.30564907162608723, 0.03077437682077584, 0.037286502091510694]",1.0,"{'r_2111': 0.011626885100391145, 'r_1714': -1.0, 'r_1761': 1.763281556027877, 'r_1808': 0.051053688638555736, 'r_1654': -0.08313055741803055}"
"[0.631517668882164, -0.301373517762991, 0.030343891280609003, 0.03676492207423608]",1.0,"{'r_2111': 0.011626915747443905, 'r_1714': -1.0, 'r_1761': 1.7632819746978425, 'r_1808': 0.051052611555792854, 'r_1654': -0.08312962171544314}"
"[0.6160121079930204, -0.31852679152375313, 0.029598862159416154, 0.035862238323810317]",1.0,"{'r_2111': 0.011626915747362975, 'r_1714': -1.0, 'r_1761': 1.7632819746974342, 'r_1808': 0.05105261155586559, 'r_1654': -0.08312962171589788}"
"[0.6075353785230532, -0.32555843365853804, 0.030252272207927946, 0.03665391561048087]",1.0,"{'r_2111': 0.011626885100391145, 'r_1714': -1.0, 'r_1761': 1.7632815560278765, 'r_1808': 0.05105368863866942, 'r_1654': -0.08313055741803055}"
"[0.8925320548506269, -0.009175863063620936, 0.044443704238728336, 0.05384837784702375]",1.0,"{'r_2111': 0.011626885100391234, 'r_1714': -1.0, 'r_1761': 1.763281556027878, 'r_1808': 0.051053688638544065, 'r_1654': -0.08313055741803055}"
"[0.7584581606871411, -0.15801494368629712, 0.03776748407839608, 0.045759411548165686]",1.0,"{'r_2111': 0.011626885225193426, 'r_1714': -1.0, 'r_1761': 1.7632815534870612, 'r_1808': 0.05105368918604468, 'r_1654': -0.08313055830876692}"
"[0.7604942478732631, -0.15668295001194768, 0.037449121468411624, 0.0453736806463776]",1.0,"{'r_2111': 0.011626885225225321, 'r_1714': -1.0, 'r_1761': 1.7632815534876647, 'r_1808': 0.05105368918658672, 'r_1654': -0.08313055831104066}"
"[0.5437814247197325, -0.39699721830194884, 0.026777502503857055, 0.03244385447446171]",1.0,"{'r_2111': 0.011626885225174789, 'r_1714': -1.0, 'r_1761': 1.7632815534872204, 'r_1808': 0.051053689186522005, 'r_1654': -0.08313055830990379}"
"[0.6373060007855367, -0.29328720365060706, 0.031382945896972214, 0.03802384966688405]",1.0,"{'r_2111': 0.011626885228315434, 'r_1714': -1.0, 'r_1761': 1.7632815535243493, 'r_1808': 0.051053689194999904, 'r_1654': -0.08313055833264116}"
"[0.6391124439491394, -0.2918264497777714, 0.03122663918058848, 0.037834467092500774]",1.0,"{'r_2111': 0.011626885225174802, 'r_1714': -1.0, 'r_1761': 1.7632815534873358, 'r_1808': 0.051053689186394316, 'r_1654': -0.08313055831013116}"
"[0.665222541766806, -0.26289495134858715, 0.03250236242966831, 0.03938014445493858]",1.0,"{'r_2111': 0.0116268852251748, 'r_1714': -1.0, 'r_1761': 1.7632815534873594, 'r_1808': 0.05105368918640732, 'r_1654': -0.08313055831013116}"
"[0.5076637920487952, -0.4374791582636049, 0.024804139255061326, 0.03005291043253855]",1.0,"{'r_2111': 0.011626885225221097, 'r_1714': -1.0, 'r_1761': 1.763281553487689, 'r_1808': 0.051053689186277576, 'r_1654': -0.08313055830910798}"
"[0.5086518638214401, -0.43638431759552987, 0.024852415831461964, 0.030111402751567998]",1.0,"{'r_2111': 0.01162687984974582, 'r_1714': -1.0, 'r_1761': 1.7632815675855378, 'r_1808': 0.051053567917224624, 'r_1654': -0.08313066870096009}"
"[0.5042671733852604, -0.44124280818230055, 0.02463818256552346, 0.02985183586691562]",1.0,"{'r_2111': 0.011626880525773186, 'r_1714': -1.0, 'r_1761': 1.763281509642811, 'r_1808': 0.05105366855150362, 'r_1654': -0.08313061772469155}"
"[0.49251153476131165, -0.451706289154156, 0.025222443996361203, 0.030559732088171136]",1.0,"{'r_2111': 0.011626880525583066, 'r_1714': -1.0, 'r_1761': 1.7632815096419536, 'r_1808': 0.051053668551285236, 'r_1654': -0.08313061772571473}"
"[0.4877991770571804, -0.45695237155034457, 0.024981115276332597, 0.03026733611614244]",1.0,"{'r_2111': 0.011626880525747616, 'r_1714': -1.0, 'r_1761': 1.7632815096432806, 'r_1808': 0.05105366855107439, 'r_1654': -0.08313061772525998}"
"[0.48775450585560925, -0.4569105252077142, 0.025070404613387137, 0.030264564323289438]",1.0,"{'r_2111': 0.0116268804011364, 'r_1714': -1.0, 'r_1761': 1.7632815121862035, 'r_1808': 0.051053667999654204, 'r_1654': -0.08313061682872558}"
"[0.47813922174280926, -0.46548712483469395, 0.025540997455952227, 0.0308326559665446]",1.0,"{'r_2111': 0.010671636940530894, 'r_1714': -1.0, 'r_1761': 1.6759242138354573, 'r_1808': 0.13840690049300974, 'r_1654': -0.07630075573786144}"
"[0.4905099107247736, -0.4516579047355273, 0.026201808620250903, 0.031630375919448186]",1.0,"{'r_2111': 0.010671636940537582, 'r_1714': -1.0, 'r_1761': 1.6759242138356143, 'r_1808': 0.1384069004929851, 'r_1654': -0.07630075573786144}"
"[0.49069423374689125, -0.4514518496284977, 0.02621165469358038, 0.03164226193103065]",1.0,"{'r_2111': 0.010671636835322781, 'r_1714': -1.0, 'r_1761': 1.6759242170268427, 'r_1808': 0.13840689913032295, 'r_1654': -0.07630075498786937}"
"[0.8600968215117556, -0.03849589391334324, 0.04594421400953544, 0.05546307056536572]",1.0,"{'r_2111': 0.010671636835365077, 'r_1714': -1.0, 'r_1761': 1.6759242170274566, 'r_1808': 0.13840689913024562, 'r_1654': -0.07630075498707356}"
"[0.8523221067993473, 0.04718726438776698, 0.045528908258280446, 0.05496172055460533]",1.0,"{'r_2111': 0.010671636835365176, 'r_1714': -1.0, 'r_1761': 1.675924217027457, 'r_1808': 0.13840689913024562, 'r_1654': -0.07630075498707356}"
"[0.8464504055726626, 0.04906343902829414, 0.047339146342504246, 0.057147009056538994]",1.0,"{'r_2111': 0.010594632932065112, 'r_1714': -1.0, 'r_1761': 1.6700547482020043, 'r_1808': 0.1444435489169861, 'r_1654': -0.0757501875300477}"
"[0.6286044911116474, -0.2938003348410411, 0.03515575135929825, 0.042439422688013165]",1.0,"{'r_2111': 0.010594635182054073, 'r_1714': -1.0, 'r_1761': 1.6700547837216724, 'r_1808': 0.1444435435722736, 'r_1654': -0.07575016971406967}"
"[0.6557240051549645, -0.27234686511411427, 0.0325886581396049, 0.03934047159131632]",1.0,"{'r_2111': 0.011626885225174808, 'r_1714': -1.0, 'r_1761': 1.7632815534873352, 'r_1808': 0.051053689186394316, 'r_1654': -0.08313055831013116}"
"[0.7864334887998495, -0.12729930732180988, 0.03908475504107607, 0.047182448837264475]",1.0,"{'r_2111': 0.011626885225174872, 'r_1714': -1.0, 'r_1761': 1.76328155348736, 'r_1808': 0.05105368918653286, 'r_1654': -0.08313055831013116}"
"[0.8000399337265921, -0.11220031410551522, 0.03976097823669964, 0.04799877393119302]",1.0,"{'r_2111': 0.011626880525750902, 'r_1714': -1.0, 'r_1761': 1.763281509643043, 'r_1808': 0.051053668551418185, 'r_1654': -0.08313061772503261}"
"[0.7969212671724168, -0.11566108033790765, 0.03960598443231479, 0.047811668057360736]",1.0,"{'r_2111': 0.011626885225038604, 'r_1714': -1.0, 'r_1761': 1.7632815534864394, 'r_1808': 0.05105368918504781, 'r_1654': -0.08313055830990379}"
"[0.6020749689687389, -0.3318808901881051, 0.02992236853292957, 0.03612177231022637]",1.0,"{'r_2111': 0.011626885099813406, 'r_1714': -1.0, 'r_1761': 1.7632815560225894, 'r_1808': 0.05105368864256436, 'r_1654': -0.08313055742610231}"
"[0.6021103043490453, -0.33185141946734936, 0.02991971145385857, 0.03611856472974666]",1.0,"{'r_2111': 0.011626877820250524, 'r_1714': -1.0, 'r_1761': 1.7632815252064267, 'r_1808': 0.05105362876428923, 'r_1654': -0.0831306541875847}"
"[0.605780973269423, -0.32777815878564237, 0.03010211217702686, 0.03633875576790778]",1.0,"{'r_2111': 0.01162688052574889, 'r_1714': -1.0, 'r_1761': 1.7632815096430843, 'r_1808': 0.05105366855136276, 'r_1654': -0.08313061772491892}"
"[0.5846667766592386, -0.34533381191208107, 0.031714367983548215, 0.038285043445132075]",1.0,"{'r_2111': 0.010671638354178515, 'r_1714': -1.0, 'r_1761': 1.6759242303096524, 'r_1808': 0.13840692096292703, 'r_1654': -0.07630073169730167}"
"[0.5841305063393565, -0.3459342873625727, 0.03168527880841057, 0.03824992748966024]",1.0,"{'r_2111': 0.010671638354178488, 'r_1714': -1.0, 'r_1761': 1.6759242303096522, 'r_1808': 0.1384069209629276, 'r_1654': -0.07630073169730167}"
"[0.5871301209289005, -0.3434391066599385, 0.03145673685946676, 0.03797403555169421]",1.0,"{'r_2111': 0.01067163513587005, 'r_1714': -1.0, 'r_1761': 1.6759241971376906, 'r_1808': 0.13840688349136088, 'r_1654': -0.07630079405987544}"
"[0.5810421793450421, -0.348503262039019, 0.031920579794316124, 0.03853397882162276]",1.0,"{'r_2111': 0.01059463723702519, 'r_1714': -1.0, 'r_1761': 1.67005479070846, 'r_1808': 0.1444435652322465, 'r_1654': -0.07575013355256033}"
"[0.6193613628046385, -0.305537666919236, 0.03402571191166749, 0.041075258364458]",1.0,"{'r_2111': 0.010594637237073629, 'r_1714': -1.0, 'r_1761': 1.6700547907089769, 'r_1808': 0.14444356523165744, 'r_1654': -0.07575013355176452}"
"[0.6199253358966885, -0.3049053089892445, 0.034056694770961675, 0.04111266034310527]",1.0,"{'r_2111': 0.010594637236719547, 'r_1714': -1.0, 'r_1761': 1.6700547907021839, 'r_1808': 0.14444356523438273, 'r_1654': -0.07575013355062765}"
"[0.619654079801167, -0.3047718938522417, 0.03447935536297076, 0.041094670983620483]",1.0,"{'r_2111': 0.011626885100025214, 'r_1714': -1.0, 'r_1761': 1.7632815560233963, 'r_1808': 0.05105368864368347, 'r_1654': -0.08313055742303277}"
"[0.6202019841245909, -0.30415716622025973, 0.03450984235319328, 0.041131007301956075]",1.0,"{'r_2111': 0.011626880401014191, 'r_1714': -1.0, 'r_1761': 1.7632815121824044, 'r_1808': 0.05105366800240552, 'r_1654': -0.08313061683315937}"
"[0.6048126254412649, -0.3214234362909263, 0.033653533673646006, 0.040110404594162825]",1.0,"{'r_2111': 0.011626881232888452, 'r_1714': -1.0, 'r_1761': 1.7632814952466702, 'r_1808': 0.051053671656503, 'r_1654': -0.08313062278125471}"
"[0.6033586862578691, -0.32305470027816663, 0.03357263226846759, 0.040013981195496574]",1.0,"{'r_2111': 0.011626878893221516, 'r_1714': -1.0, 'r_1761': 1.7632815870635252, 'r_1808': 0.05105356371852296, 'r_1654': -0.08313066186087781}"
"[0.5931243253438283, -0.3313903382540271, 0.034438892094576526, 0.04104644430756815]",1.0,"{'r_2111': 0.01067163683550709, 'r_1714': -1.0, 'r_1761': 1.6759242170305775, 'r_1808': 0.138406899128654, 'r_1654': -0.07630075498980204}"
"[0.5102640355856389, -0.4247960340586643, 0.02962773116932967, 0.03531219918636715]",1.0,"{'r_2111': 0.010671636835365279, 'r_1714': -1.0, 'r_1761': 1.6759242170274582, 'r_1808': 0.13840689913019055, 'r_1654': -0.07630075498707356}"
"[0.511881869653521, -0.42339272789832716, 0.02952985648516774, 0.035195545962984104]",1.0,"{'r_2111': 0.010671636940423038, 'r_1714': -1.0, 'r_1761': 1.6759242138349901, 'r_1808': 0.13840690049300974, 'r_1654': -0.07630075573922568}"
"[0.5137781182894203, -0.4217479254769194, 0.029415138455664194, 0.035058817777996035]",1.0,"{'r_2111': 0.0106716413082568, 'r_1714': -1.0, 'r_1761': 1.6759242590555763, 'r_1808': 0.13840691445500397, 'r_1654': -0.07630070159382285}"
"[0.5061200068494094, -0.43036705242973505, 0.028976691584733167, 0.034536249136122334]",1.0,"{'r_2111': 0.010671641308247585, 'r_1714': -1.0, 'r_1761': 1.6759242590544208, 'r_1808': 0.13840691445604425, 'r_1654': -0.07630070159495972}"
"[0.5053452310818993, -0.43104219207495587, 0.029022148859321775, 0.0345904279838231]",1.0,"{'r_2111': 0.010671641308286732, 'r_1714': -1.0, 'r_1761': 1.6759242590571712, 'r_1808': 0.1384069144546629, 'r_1654': -0.07630070159609659}"
"[0.784676525057541, -0.11654883005193428, 0.045064240277642116, 0.05371040461288253]",1.0,"{'r_2111': 0.010671641308256796, 'r_1714': -1.0, 'r_1761': 1.6759242590555758, 'r_1808': 0.13840691445522024, 'r_1654': -0.07630070159461866}"
"[0.5908608772378481, -0.3347618839061883, 0.03393334156460489, 0.04044389729135882]",1.0,"{'r_2111': 0.010671641308305675, 'r_1714': -1.0, 'r_1761': 1.6759242590561207, 'r_1808': 0.13840691445463987, 'r_1654': -0.07630070159382285}"
"[0.5306891169157224, -0.40250803197722723, 0.030477656860788727, 0.03632519424626165]",1.0,"{'r_2111': 0.0106716413082051, 'r_1714': -1.0, 'r_1761': 1.6759242590541654, 'r_1808': 0.1384069144556861, 'r_1654': -0.07630070159314073}"
"[0.5947273558261056, -0.3304086951420351, 0.034155394747751686, 0.04070855428410768]",1.0,"{'r_2111': 0.010671639118046972, 'r_1714': -1.0, 'r_1761': 1.6759242540608519, 'r_1808': 0.13840689245523663, 'r_1654': -0.07630073715949948}"
"[0.508583187292624, -0.42739664373591824, 0.029208105788105745, 0.03481206318335205]",1.0,"{'r_2111': 0.010671641307646574, 'r_1714': -1.0, 'r_1761': 1.6759242590450938, 'r_1808': 0.13840691446017198, 'r_1654': -0.07630070159200386}"
"[0.7776225947523258, -0.12449070518375066, 0.04465913065600197, 0.0532275694079216]",1.0,"{'r_2111': 0.010671636940341666, 'r_1714': -1.0, 'r_1761': 1.675924213835385, 'r_1808': 0.13840690049460136, 'r_1654': -0.07630075574024886}"
"[0.7752139492328332, -0.12720254966263303, 0.04452080132287184, 0.05306269978166196]",1.0,"{'r_2111': 0.010671636941872013, 'r_1714': -1.0, 'r_1761': 1.6759242138657977, 'r_1808': 0.13840690050469104, 'r_1654': -0.07630075574866169}"
"[0.4723630110605831, -0.46817619562269747, 0.027127968722071388, 0.03233282459464804]",1.0,"{'r_2111': 0.010671636940566692, 'r_1714': -1.0, 'r_1761': 1.6759242138367683, 'r_1808': 0.13840690049289606, 'r_1654': -0.0763007557389983}"
"[0.46716186174848723, -0.47279121380536365, 0.027395381012746786, 0.03265154343340231]",1.0,"{'r_2111': 0.010594637340000934, 'r_1714': -1.0, 'r_1761': 1.670054787470293, 'r_1808': 0.1444435666546989, 'r_1654': -0.07575013429891442}"
"[0.8731566292831998, 0.014611670226552987, 0.051203791451403545, 0.06102790903884371]",1.0,"{'r_2111': 0.010594637340631563, 'r_1714': -1.0, 'r_1761': 1.6700547874816334, 'r_1808': 0.14444356664505764, 'r_1654': -0.07575013429334376}"
"[0.8706010555253286, 0.014906058500679007, 0.05223541860698324, 0.06225746736700913]",1.0,"{'r_2111': 0.003783673923511438, 'r_1714': -1.0, 'r_1761': 1.3063117800420567, 'r_1808': 0.5451748885726602, 'r_1654': -0.027052724755662894}"
"[0.8288892514659496, -0.06210338867518356, 0.0497327412531413, 0.05927461860572559]",1.0,"{'r_2111': 0.003783673924319257, 'r_1714': -1.0, 'r_1761': 1.3063117800517867, 'r_1808': 0.5451748885697736, 'r_1654': -0.0270527247521386}"
"[0.8172474999296351, -0.07527614884366708, 0.0490342447822739, 0.0584421064444239]",1.0,"{'r_2111': 0.003783666580996833, 'r_1714': -1.0, 'r_1761': 1.3063114919078924, 'r_1808': 0.5451751723964597, 'r_1654': -0.027052720682718245}"
"[0.8241382290079053, -0.07243784267801932, 0.04718539622358309, 0.05623853209049219]",1.0,"{'r_2111': 0.010671641308256765, 'r_1714': -1.0, 'r_1761': 1.6759242590555399, 'r_1808': 0.13840691445528602, 'r_1654': -0.07630070159450497}"
"[0.8230632093431508, -0.07288064559597, 0.0474738342879983, 0.05658231077288094]",1.0,"{'r_2111': 0.010671633986560732, 'r_1714': -1.0, 'r_1761': 1.67592418509198, 'r_1808': 0.13840690699942115, 'r_1654': -0.07630078584247713}"
"[0.714056929450419, -0.1956680945949203, 0.04118641187713802, 0.04908856407752269]",1.0,"{'r_2111': 0.010671633986461706, 'r_1714': -1.0, 'r_1761': 1.6759241850897153, 'r_1808': 0.1384069070006561, 'r_1654': -0.07630078584065814}"
"[0.7139922959871402, -0.19574089937354205, 0.04118268385444143, 0.049084120784876326]",1.0,"{'r_2111': 0.01067163694053752, 'r_1714': -1.0, 'r_1761': 1.6759242138356134, 'r_1808': 0.13840690049298632, 'r_1654': -0.07630075573786144}"
